"adap-org/9410004","Bruce Roberts","M. E. J. Newman (Cornell Theory Center, Cornell University) B. W.
  Roberts (LASSP, Cornell University)","Mass-extinction: Evolution and the effects of external influences on
  unfit species","7 pages of compressed, uuencoded PostScript with imbedded figures","Proc. R. Soc. London B 260, 31 (1995)",,"CULASSP #94042","adap-org nlin.AO q-bio",,"  We present a new model for extinction in which species evolve in bursts or
`avalanches', during which they become on average more susceptible to
environmental stresses such as harsh climates and so are more easily rendered
extinct. Results of simulations and analytic calculations using our model show
a power-law distribution of extinction sizes which is in reasonable agreement
with fossil data. e also see a number of features qualitatively similar to
those seen in the fossil record. For example, we see frequent smaller
extinctions in the wake of a large mass extinction, which arise because there
is reduced competition for resources in the aftermath of a large extinction
event, so that species which would not normally be able to compete can get a
foothold, but only until the next cold winter or bad attack of the flu comes
along to wipe them out.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 14:30:20 GMT""}]","2008-02-03"
"hep-ph/9410331",,"A.Datta, S.Chakravarti and M.Guchait","Signatures of Virtual LSPs at the Tevatron","13 pages(LaTex); 3 figs to be obtained from the author by request.
  IC/94/303(addition of preprint no is the only change in revised version)","Z.Phys.C68:325-330,1995","10.1007/BF01566679",,"hep-ph",,"  Relatively light sneutrinos which are experimentally allowed and are not
theoretically disfavoured may significantly affect the currently popular search
strategies for supersymmetric particles by decaying dominantly into an
invisible channel. In certain cases the second lightest neutralino may also
decay invisibly leading to two extra carriers of missing energy (in addition to
the lightest supersymmetric particle (LSP) ) - the virtual LSPs (VLSPs). The
lighter charginos which would be produced in pairs with reasonably large
cross-sections at TEVATRON energies, decay dominantly into the hadronically
quiet lepton + sneutrino ($\not{E_T}$ ) modes with large branching ratios
leading to interesting unlike sign dilepton events which are not swamped by the
standard model background. The kinematical cuts required to eliminate the
backgrounds from WW, Drell-Yan and $\tau$ pair production are discussed in
detail. With 100 $pb^{-1}$ luminosity 10 - 35 background free events can be
found in a large region of the SUSY parameter space.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 08:58:12 GMT""},{""version"":""v2"",""created"":""Sat, 22 Oct 1994 16:50:05 GMT""}]","2019-08-17"
"hep-ph/9410332","Andrzej Czarnecki","Andrzej Czarnecki","On the new method of computing two-loop massive diagrams","8 pages, latex, uses epsf, a complete postscript file, including
  figures, is available via anonymous ftp at ttpux2.physik.uni-karlsruhe.de
  (129.13.102.139) as /ttp94-21/ttp94-21.ps, Local preprint number TTP 94-21",,,,"hep-ph",,"  A recently proposed method of calculating scalar two-loop propagator and
vertex functions with massive particles is illustrated with simple examples. A
double integral representation is derived with the example of a propagator
function. An analogous representation is used to compute the vertex function
for space-like external momenta. Ways of dealing with divergent diagrams and of
controlling the accuracy of the numerical evaluation of the two-loop functions
are also discussed.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 14:12:29 GMT""}]","2007-05-23"
"hep-ph/9410333","Thomas Mannel","Thomas Mannel and Gerhard A. Schuler","Heavy Quarkonium Effective Theory","52 pages, LaTeX, 3 uuencoded and compressed figures, uses epsf.sty,
  CERN-TH.7468/94","Z.Phys. C67 (1995) 159-180","10.1007/BF01564831",,"hep-ph",,"  We formulate a QCD-based effective theory approach to heavy quarkonia-like
systems as $\bar{c} c$ and $\bar{b} b$ resonances and $B_c$ states. We apply
the method to inclusive decays, working out a few examples in detail.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 13:50:54 GMT""}]","2009-10-28"
"hep-ph/9410334",,"Marek Jezabek","QCD Corrections to Inclusive Distributions of Leptons in Decays of
  Polarised Heavy Quarks","3 pages (no figures), Karlsruhe Univ. preprint TTP94-19. (Presented
  at XXVII International Conference on High Energy Physics, 20-27 July 1994,
  Glasgow, Scotland; to appear in the proceedings.) Latex + ichep.sty after
  \end{document}. A complete postscript file is available via anonymous ftp at
  ttpux2.physik.uni-karlsruhe.de (129.13.102.139) as /ttp94-19/ttp94-19.ps",,,,"hep-ph",,"  Compact analytic expressions have been obtained for the first order
perturbative QCD corrections to the inclusive spectra of the leptons in the
semileptonic decays of polarised heavy quarks. Charmed and beautiful $\Lambda$
baryons from $Z^0$ decays can be viewed as sources of highly polarised charm
and bottom quarks. Charged leptons and neutrinos from $\Lambda_b$ and
$\Lambda_c$ decays can be used in the polarisation studies for the
corresponding heavy quarks. Thus our results are applicable for the b quark
polarisation measurements at LEP. Short lifetime enables polarisation studies
for the top quark. The angular-energy spectra of the charged leptons are
particularly useful in this respect whereas the distributions of the neutrinos
are sensitive to deviations from the V-A structure of the charged weak current
in the decay.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 15:13:00 GMT""}]","2007-05-23"
"hep-ph/9410335","A. Thomas","A.W. Thomas","Spin Dependent Structure Functions of Nucleons and Nuclei","15pp., ADP-94-21/T161(Invited paper at SPIN '94 Bloomington,
  September 1994",,"10.1063/1.48682",,"hep-ph nucl-th",,"  We review recent progress in the understanding of the spin structure of the
nucleon. For the free nucleon the issues addressed include the status of the
Bjorken and Ellis-Jaffe sum-rules and the role of the axial anomaly. We outline
recent work connecting the quark models familiar from hadron spectroscopy to
the spin and flavour dependence of the parton distributions. Finally we review
the current understanding of nuclear spin structure functions and particularly
the extraction of the neutron spin structure function from deuteron data.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 08:15:30 GMT""}]","2015-06-25"
"hep-th/9410139","Jose Luis Vazquez-Bello","J.L Vazquez-Bello","The BV Quantisation of Superparticles Type I and II","pages: 5, Tex file. CBPF-NF-057194/CLAF. This new version corrects
  the macro used as it was corrupted when submitted to the hepth database. No
  changes in the body of the original paper",,,,"hep-th",,"  { This letter discusses the BRST cohomology of superparticles type I and II.
It was used an extended super-space to construct $S0(9,1)$ superparticle
actions that lead to super-wave functions whose spinor components satisfy
$S0(9,1)$ covariant constraints. Their BRST charges were found by using BV
methods, since the models present a large number of symmetries and only close
on-shell. It is shown that the zero ghost-number cohomology class of both
models reproduce the same spectrum as that of N=1 ten dimensional
super-Yang-Mills theory. }
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 17:31:26 GMT""},{""version"":""v2"",""created"":""Thu, 20 Oct 1994 18:17:04 GMT""}]","2008-02-03"
"hep-th/9410141","Tim Morris","Tim R. Morris","The Renormalization Group and Two Dimensional Multicritical Effective
  Scalar Field Theory","Note added on ""shadow operators"". Version to be published in Phys.
  Lett. B","Phys.Lett. B345 (1995) 139-148","10.1016/0370-2693(94)01603-A","SHEP 94/95-04, CERN-TH.7403/94","hep-th cond-mat hep-lat",,"  Direct verification of the existence of an infinite set of multicritical
non-perturbative FPs (Fixed Points) for a single scalar field in two
dimensions, is in practice well outside the capabilities of the present
standard approximate non-perturbative methods. We apply a derivative expansion
of the exact RG (Renormalization Group) equations in a form which allows the
corresponding FP equations to appear as non-linear eigenvalue equations for the
anomalous scaling dimension $\eta$. At zeroth order, only continuum limits
based on critical sine-Gordon models, are accessible. At second order in
derivatives, we perform a general search over all $\eta\ge.02$, finding the
expected first ten FPs, and {\sl only} these. For each of these we verify the
correct relevant qualitative behaviour, and compute critical exponents, and the
dimensions of up to the first ten lowest dimension operators. Depending on the
quantity, our lowest order approximate description agrees with CFT (Conformal
Field Theory) with an accuracy between 0.2\% and 33\%; this requires however
that certain irrelevant operators that are total derivatives in the CFT are
associated with ones that are not total derivatives in the scalar field theory.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 16:53:31 GMT""},{""version"":""v2"",""created"":""Mon, 5 Dec 1994 14:40:32 GMT""}]","2009-10-28"
"hep-th/9410142","Robert C. Myers","C.P. Burgess, R.C. Myers and F. Quevedo","On Spherically Symmetric String Solutions in Four Dimensions","plain TeX, 28 pages plus 1 figure attached, minor changes and a few
  extra references added","Nucl.Phys.B442:75-96,1995","10.1016/S0550-3213(95)00090-9","McGill-94/47, NEIP-94-011","hep-th gr-qc",,"  We reconsider here the problem of finding the general 4D spherically
symmetric, asymptotically flat and time-independent solutions to the
lowest-order string equations in the $\ap$ expansion. Our construction includes
earlier work, but differs from it in three ways. (1) We work with general
background metric, dilaton, axion and $U(1)$ gauge fields. (2) Much of the
original solutions were required to be nonsingular at the apparent horizon,
motivated by an interest in finding string corrections to black hole
spacetimes. We relax this condition throughout, motivated by the realization
that string theory has a less restrictive notion of what constitutes a singular
field configuration than do point particle theories. (3) We can construct the
general solution from a particularly simple one, by generating it from
successive applications of the {\it noncommuting} \sltwor\ and \ooneone\
symmetries of the low-energy string equations containing $S$ and target--space
dualities respectively. This allows its construction using relatively simple,
purely algebraic, techniques. The general solution is determined by the
asymptotic behaviour of the various fields: \ie\ by the mass, dilaton charge,
axion charge, electric charge, magnetic charge, and Taub-NUT parameter.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 22:44:43 GMT""},{""version"":""v2"",""created"":""Tue, 22 Nov 1994 20:29:23 GMT""}]","2010-11-19"
"hep-th/9410143","Rikard von Unge","H.Gustafsson, U.Lindstr\""om, P.Saltsidis, B.Sundborg and R.v.Unge","Hamiltonian BRST Quantization of the Conformal String","33pp (LaTeX), USITP-94-08","Nucl.Phys. B440 (1995) 495-520","10.1016/0550-3213(95)00051-S",,"hep-th",,"  We present a new formulation of the tensionless string ($T= 0$) where the
space-time conformal symmetry is manifest. Using a Hamiltonian BRST scheme we
quantize this {\em Conformal String} and find that it has critical dimension
$D=2$. This is in keeping with our classical result that the model describes
massless particles in this dimension. It is also consistent with our previous
results which indicate that quantized conformally symmetric tensionless strings
describe a topological phase away {}from $D=2$. We reach our result by
demanding nilpotency of the BRST charge and consistency with the Jacobi
identities. The derivation is presented in two different ways: in operator
language and using mode expansions. Careful attention is payed to
regularization, a crucial ingredient in our calculations.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 17:44:12 GMT""}]","2009-10-28"
"hep-th/9410145","Joris Van der Jeugt","J. Van der Jeugt and R. Jagannathan","Polynomial deformations of $osp(1/2)$ and generalized parabosons","18 pages, LaTeX, TWI-94-XX","J.Math.Phys. 36 (1995) 4507-4518","10.1063/1.530904",,"hep-th",,"  We consider the algebra $R$ generated by three elements $A,B,H$ subject to
three relations $[H,A]=A$, $[H,B]=-B$ and $\{A,B\}=f(H)$. When $f(H)=H$ this
coincides with the Lie superalgebra $osp(1/2)$; when $f$ is a polynomial we
speak of polynomial deformations of $osp(1/2)$. Irreducible representations of
$R$ are described, and in the case $\deg(f)\leq 2$ we obtain a complete
classification, showing some similarities but also some interesting differences
with the usual $osp(1/2)$ representations. The relation with deformed
oscillator algebras is discussed, leading to the interpretation of $R$ as a
generalized paraboson algebra.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 12:50:13 GMT""}]","2009-10-28"
"hep-th/9410146","Vadim Kuznetsov","Vadim B. Kuznetsov","3_F_2(1) hypergeometric function and quadratic R-matrix algebra","13 pages",,,"UvA 94-21","hep-th math.CA math.QA",,"  We construct a class of representations of the quadratic R-matrix algebra,
given by the reflection equation with the spectral parameter, in terms of
certain ordinary difference operators. These operators turn out to act as
parameter shifting operators on the 3_F_2(1) hypergeometric function and its
limit cases and on classical orthogonal polynomials. The relationship with the
factorization method will be discussed.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 13:36:29 GMT""}]","2008-02-03"
"nucl-th/9410033","Clayton Chinn","C. R. Chinn, J. Decharg\'e and J.-F. Berger","Correlations in a Many-Body Calculation of $^{\bf 11}$Li","23 pages typeset in revtex 2.0 with 8 postscript figures in
  accompanying uuencoded file","Phys.Rev.C52:669-677,1995","10.1103/PhysRevC.52.669",,"nucl-th",,"  A many-body calculation of $^{11}$Li is presented where the only input is the
well-tested, finite-range {\it D1S} effective interaction of {\it Gogny}.
Pairing correlations are included in a constrained Hartree-Fock-Bogolyubov
calculation, while long-range collective correlations are introduced using a
GCM derived calculation. Correlations are found to play an important role in
describing $^{11}$Li. A substantive underlying $^9$Li core of $^{11}$Li is
found, which has a different density profile than a free $^9$Li nucleus. This
may have significant implications in the use of a three-body framework in
studies of $^{11}$Li.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 18:44:19 GMT""}]","2009-09-25"
"nucl-th/9410034","Clayton Chinn","C. R. Chinn, A. S. Umar, M. Valli\`eres and M. R. Strayer","Mean Field Studies of Exotic Nuclei}","17 pages with 4 postscript figures in accompanying uuencoded file
  with elsevier tex style files",,,,"nucl-th",,"  {Full three dimensional static and dynamic mean field calculations using
collocation basis splines with a Skyrme type Hamiltonian are described. This
program is developed to address the difficult theoretical challenges offered by
exotic nuclei. Ground state and deformation properties are calculated using
static Hartree-Fock, Hartree-Fock+BCS and constrained Hartree-Fock models.
Collective properties, such as reaction rates and resonances, are described
using a new alternate method for evaluating linear response theory, which is
constructed directly on top of the static calculation. This provides a
consistent description of the ground state, deformation and collective nuclear
properties. Sample results are presented for the giant multiple resonances of
$^{16}$O. }
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 19:48:48 GMT""}]","2009-09-25"
"nucl-th/9410035",,"D.J. Millener, C. B. Dover, and A. Gal","Widths of $\Xi$ Hypernuclear States","20 pages, LaTex with one postscript figure in accompanying file, to
  appear in Progress of Theoretical Physics Supplement No. 117","Prog.Theor.Phys.Suppl.117:307-324,1994","10.1143/PTPS.117.307",,"nucl-th",,"  The $\Lambda$ and neutron decay widths of $\Xi$ hypernuclear states, based on
calculated $\Xi N \to \lala$ mixing amplitudes, are estimated. The widths which
result from using the Nijmegen Model D interaction are sufficiently small, of
order 1.5 MeV, that experiments to observe $\Xi$ hypernuclear states using the
$(K^-,K^+)$ reaction may be feasible.
","[{""version"":""v1"",""created"":""Wed, 19 Oct 1994 20:10:04 GMT""},{""version"":""v2"",""created"":""Thu, 20 Oct 1994 13:50:03 GMT""}]","2009-09-25"
