"astro-ph/9412088","Houjun Mo","H. J. Mo and S. D. M. White","An analytic model for the gravitational clustering of dark matter haloes","28 pages, uuencoded, 12 figs available on request",,,"MNRAS submitted","astro-ph",,"  We develop a simple analytic model for the gravitational clustering of dark
haloes. The statistical properties of dark haloes are determined from the
initial density field (assumed to be Gaussian) through an extension of the
Press-Schechter formalism. Gravitational clustering is treated by a spherical
model which describes the concentration of dark haloes in collapsing regions.
We test this model against results from a variety of N-body simulations. The
autocorrelation function of dark haloes in such simulations depends
significantly on how haloes are identified. Our predictions agree well with
results based on algorithms which break clusters into subgroups more
efficiently than the standard friends-of-friends algorithm. The agreement is
better than that found by assuming haloes to lie at the present positions of
peaks of the linear density field. We use these techniques to study how the
distribution of haloes is biased with respect to that of the mass. The initial
(Lagrangian) positions of haloes identified at a given redshift and having
circular velocities $v_c=v_c^*(z)$ (i.e. mass equal to the characteristic
nonlinear mass $M^*$ at that redshift) are very weakly correlated with the
linear density field or among themselves. As a result of dynamical evolution,
however, the present-day correlations of these haloes are similar to those of
the mass. Haloes with lower $v_c$ are biased toward regions with negative
overdensity, while those with higher $v_c$ are biased toward regions with
positive overdensity. Among the haloes identified at any given epoch, those
with higher circular velocities are more strongly correlated today. Among the
haloes of given circular velocity, those at higher redshifts are also more
strongly clustered today. In the ``standard CDM'' model, haloes with
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 17:19:57 GMT""}]","2007-05-23"
"hep-th/9412205","Prem Prakash Srivastava","Prem P. Srivastava","Phase Transition in Scalar Theory Quantized on the Light-Front","6 pages, Tex. Published in the Proceedings of the WORKSHOP ON HADRON
  PHYSICS- HADRONS94, Gramado, RS, Brasil, World Scientific, Singapore",,,"IF-UERJ-016/94","hep-th cond-mat hep-ph",,"  The renormalization of the two dimensional light-front quantized $\phi^{4}$
theory is discussed. The mass renormalization condition and the renormalized
constraint equation are shown to contain all the information to describe the
phase transition in the theory, which is found to be of the second order in
agreement with the conjecture of Simons and Griffith. We argue that the same
result is also be obtained in the conventional equal-time formulation.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 22:04:24 GMT""}]","2007-05-23"
"hep-th/9412206","Roger Brooks","R. Brooks and A. Lue","The Monopole Equations in Topological Yang-Mills","7 pgs., LaTeX (fullpage)","J.Math.Phys. 37 (1996) 1100-1105","10.1063/1.531438","MIT-CTP-2397","hep-th",,"  We twist the monopole equations of Seiberg and Witten and show how these
equations are realized in topological Yang-Mills theory. A Floer derivative and
a Morse functional are found and are used to construct a unitary transformation
between the usual Floer cohomologies and those of the monopole equations.
Furthermore, these equations are seen to reside in the vanishing self-dual
curvature condition of an $OSp(1|2)$-bundle. Alternatively, they may be seen
arising directly from a vanishing self-dual curvature condition on an
$SU(2)$-bundle in which the fermions are realized as spanning the tangent space
for a specific background.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 20:42:36 GMT""}]","2009-10-28"
"hep-th/9412208","Peter Freund","Peter G.O. Freund","Dirac Monopoles and Witten's Monopole Equations","3 pages. Latex","J.Math.Phys. 36 (1995) 2673-2674","10.1063/1.531058","EFI 94-64","hep-th",,"  A simple solution of Witten's monopole equations is given.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 21:55:34 GMT""}]","2009-10-28"
"hep-th/9412209","Gabriel Cardoso","Gabriel Lopes Cardoso, Dieter L\""ust and Thomas Mohaupt","Threshold Corrections and Symmetry Enhancement in String
  Compactifications","68 pages (equations 8.16 and 8.17 corrected; added footnotes 4,5,11)","Nucl.Phys.B450:115-173,1995","10.1016/0550-3213(95)00315-J","HUB-IEP-94/50","hep-th",,"  We present the computation of threshold functions for Abelian orbifold
compactifications. Specifically, starting from the massive, moduli-dependent
string spectrum after compactification, we derive the threshold functions as
target space duality invariant free energies (sum over massive string states).
In particular we work out the dependence on the continuous Wilson line moduli
fields. In addition we concentrate on the physically interesting effect that at
certain critical points in the orbifold moduli spaces additional massless
states appear in the string spectrum leading to logarithmic singularities in
the threshold functions. We discuss this effect for the gauge coupling
threshold corrections; here the appearance of additional massless states is
directly related to the Higgs effect in string theory. In addition the
singularities in the threshold functions are relevant for the loop corrections
to the gravitational coupling constants.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 09:52:44 GMT""},{""version"":""v2"",""created"":""Tue, 31 Jan 1995 18:13:11 GMT""}]","2016-08-14"
"hep-th/9412210",,"A. Mikovic\'c and B. Sazdovi\'c","W-Strings on Group Manifolds","9 pages, LaTex, macros included, no figures","Mod.Phys.Lett.A10:1041-1048,1995","10.1142/S0217732395001150","IF-16/94","hep-th",,"  We present a procedure for constructing actions describing propagation of
W-strings on group manifolds by using the Hamiltonian canonical formalism and
representations of W-algebras in terms of Kac-Moody currents. An explicit
construction is given in the case of the $W_3$ string.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 12:30:51 GMT""}]","2009-01-16"
"math/9412219",,"Pradipta Bandyopadhyay","The Mazur Intersection Property and Farthest Points",,,,"Banach Archive 12/22/94","math.FA",,"  K.\ S.\ Lau had shown that a reflexive Banach space has the Mazur
Intersection Property (MIP) if and only if every closed bounded convex set is
the closed convex hull of its farthest points.
  In this work, we show that in general this latter property is equivalent to a
property stronger than the MIP. As corollaries, we recapture the result of Lau
and characterize the w*-MIP in dual of RNP spaces.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 21:39:41 GMT""}]","2016-09-06"
"nucl-th/9412033",,"L.L. Frankfurt, W.R. Greenberg, G.A. Miller, M.M. Sargsyan, and M.I.
  Strikman","Color Transparency and the Vanishing Deuterium Shadow","11 pages, latex, 3 figures","Phys.Lett.B369:201-206,1996","10.1016/0370-2693(95)01558-2","DOE/ER/40427-30-N94","nucl-th",,"  We find that the final state interactions in the $d(e,e'np)$ amplitude depend
strongly on the final momentum of the spectator nucleon. This means that color
transparency effects can be studied at rather low four-momentum transfer
$Q^2\geq$ 4 (GeV/c)$^2$ using un-polarized and polarized deuteron targets.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 16:54:09 GMT""}]","2009-09-25"
"nucl-th/9412034",,"A. Bianconi and S. Boffi","Quantum interference effects in ($\vec e,e'p$) reactions","10 pages, LaTeX, 3 figures, figure postscript file available upon
  request to the Authors","Phys.Lett. B348 (1995) 7-11","10.1016/0370-2693(95)00109-X","FTN 94-107","nucl-th",,"  The response to longitudinally polarized electrons in coincident out-of-plane
($\vec{\mathrm e},{\mathrm e}'{\mathrm p}$) reaction is discussed to study the
role of final state interactions and quantum interference between different
reaction channels, i.e. between direct (quasi) elastic proton emission and
baryon resonance production. The high-energy suppression of this effect due to
colour transparency is also discussed. Results are given for the
$^{12}$C($\vec{\mathrm e},{\mathrm e}'{\mathrm p}$)$^{11}$B$_{\mathrm {g.s.}}$
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 09:11:56 GMT""},{""version"":""v2"",""created"":""Mon, 26 Dec 1994 15:42:17 GMT""}]","2009-10-28"
"nucl-th/9412035","Peter Braun-Munzinger","P. Braun-Munzinger and J. Stachel","Production of Strange Clusters and Strange Matter in Nucleus-Nucleus
  Collisions at the AGS","9 Pages (no figures)","J.Phys. G21 (1995) L17-L20","10.1088/0954-3899/21/3/002","SUNY-RHI-94-14","nucl-th",,"  Production probabilities for strange clusters and strange matter in Au+Au
collisions at AGS energy are obtained in the thermal fireball model. The only
parameters of the model, the baryon chemical potential and temperature, were
determined from a description of the rather complete set of hadron yields from
Si+nucleus collisions at the AGS. For the production of light nuclear fragments
and strange clusters the results are similar to recent coalescence model
calculations. Strange matter production with baryon number larger than 10 is
predicted to be much smaller than any current experimental sensitivities.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 15:51:53 GMT""}]","2009-10-28"
"quant-ph/9412002","Michael R. Gallis","Michael R. Gallis","The Emergence of Classicality via Decoherence: Beyond the
  Caldeira-Legget Environment","LaTeX, 5 pages, (to appear in Proceedings of the 4th Drexel Symposium
  on Quantum Nonintegrability)",,,,"quant-ph",,"  Maximally predictive states, as defined in recent work by Zurek, Habib and
Paz, are studied for more elaborate environment models than a linear coupling.
An environment model which includes spatial correlations in the noise is
considered in the non-dissipative regime. The Caldeira-Leggett model is also
reconsidered in the context of an averaging procedure which produces a
completely positive form for the quantum master equation. In both cases, the
maximally predictive states for the harmonic oscillator are the coherent
states, which is the same result found by Zurek,Habib and Paz for the
Caldeira-Legget environment.
","[{""version"":""v1"",""created"":""Thu, 22 Dec 1994 18:15:00 GMT""}]","2007-05-23"
"quant-ph/9412003","Ulf Danielsson","Ulf H. Danielsson (Institute for Theoretical Physics, Uppsala
  University)","String Theory, Black Holes and Klein's Lemma","17 pages, Latex",,,"UUITP-20/94","quant-ph",,"  This is a writeup of a talk given at the Oskar Klein Centenery Symposium,
Stockholm, September 19-21, 1994. It is an essay on the black hole information
paradox and its connection with thermodynamics and the foundations of quantum
mechanics.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 13:39:50 GMT""}]","2007-05-23"
"solv-int/9412007","Jarmo Niilo Olavi Hietarinta","J. Satsuma, K. Kajiwara, B. Grammaticos, J. Hietarinta and A. Ramani","Bilinear Discrete Painleve-II and its Particular Solutions","9 pages in plain TeX",,"10.1088/0305-4470/28/12/025",,"solv-int nlin.SI",,"  By analogy to the continuous Painlev\'e II equation, we present particular
solutions of the discrete Painlev\'e II (d-P$\rm_{II}$) equation. These
solutions are of rational and special function (Airy) type. Our analysis is
based on the bilinear formalism that allows us to obtain the $\tau$ function
for d-P$\rm_{II}$. Two different forms of bilinear d-P$\rm_{II}$ are obtained
and we show that they can be related by a simple gauge transformation.
","[{""version"":""v1"",""created"":""Fri, 23 Dec 1994 12:26:34 GMT""}]","2009-10-28"
