"alg-geom/9406003","Subhashis Nag","Indranil Biswas, Subhashis Nag and Dennis Sullivan","Universal Hodge Bundle and Mumford Isomorphisms on the Abelian Inductive
  Limit of Teichm\""uller Spaces","Latex paper, 36 pages, ICTP preprint IC/94/115",,,,"alg-geom hep-th math.AG",,"  Let $\Mg$ denote the moduli space of compact Riemann surfaces of genus $g$.
Mumford had proved that, for each fixed genus $g$, there are isomorphisms
asserting that certain higher $DET$ bundles over $\Mg$ are certain fixed
(genus-independent) tensor powers of the Hodge line bundle on $\Mg$. Here we
obtain a coherent, genus-independent description of the Mumford isomorphisms
over certain infinite-dimensional ``universal'' parameter spaces of compact
Riemann surfaces (with or without marked points). We work with an inductive
limit of Teichm\""uller spaces comprising complex structures on a certain
``solenoidal Riemann surface'', $H_{\infty,abel}$. The main result constructs
these universal $DET$ and Hodge line bundles on this direct limit, equips them
with their Quillen metrics, and proves that they are related by the appropriate
Mumford isomorphisms. Our work can be viewed as a contribution towards a
non-perturbative formulation of the bosonic string theory, since it provides an
interpretation of the Polyakov measure in a genus-independent fashion.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 10:27:46 GMT""}]","2008-02-03"
"hep-th/9406087",,"Susumu Okubo","Some New Solutions of Yang-Baxter Equation","8 pages",,"10.1016/0375-9601(94)01024-O","UR-1358, ER40685-808","hep-th nlin.SI solv-int",,"  We have found some new solutions of both rational and trigonometric types by
rewriting Yang-Baxter equation as a triple product equation in a vector space
of matrices.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 16:52:07 GMT""}]","2009-10-28"
"hep-th/9406088","Michael Martin Nieto","Michael Martin Nieto and Jamil Daboul","Exact, E=0, Classical and Quantum Solutions for General Power-Law
  Oscillators","12 pages, including 7 figures available from the authors. Los Alamos
  preprint LA-UR-94-1949. Invited talk at 2nd International Workshop on
  Harmonic Oscillators, held at Cocoyoc, Morelos, Mexico",,,,"hep-th",,"  For zero energy, $E=0$, we derive exact, classical and quantum solutions for
{\em all} power-law oscillators with potentials $V(r)=-\gamma/r^\nu$,
$\gamma>0$ and $-\infty <\nu<\infty$. When the angular momentum is non-zero,
these solutions lead to the classical orbits $\r(t)= [\cos \mu
(\th(t)-\th_0(t))]^{1/\mu}$, with $\mu=\nu/2-1 \ne 0$. For $\nu>2$, the orbits
are bound and go through the origin. We calculate the periods and precessions
of these bound orbits, and graph a number of specific examples. The unbound
orbits are also discussed in detail. Quantum mechanically, this system is also
exactly solvable. We find that when $\nu>2$ the solutions are normalizable
(bound), as in the classical case. Further, there are normalizable discrete,
yet {\it unbound}, states. They correspond to unbound classical particles which
reach infinity in a finite time. Finally, the number of space dimensions of the
system can determine whether or not an $E=0$ state is bound. These and other
interesting comparisons to the classical system will be discussed.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 16:26:37 GMT""}]","2009-09-25"
"hep-th/9406090","Jacques Distler","Jacques Distler and Shamit Kachru","Singlet Couplings and (0,2) Models","22pp, harvmac+epsf, 2 figures included with uufiles, PUPT-1465","Nucl.Phys.B430:13-30,1994","10.1016/0550-3213(94)90648-3",,"hep-th",,"  We use the quantum symmetries present in string compactification on
Landau-Ginzburg orbifolds to prove the existence of a large class of exactly
marginal (0,2) deformations of (2,2) superconformal theories. Analogous methods
apply to the more general (0,2) models introduced in \DK, lending further
credence to the fact that the corresponding \LG\ models represent bona-fide
(0,2) SCFTs. We also use the large symmetry groups which arise when the
worldsheet superpotential is turned off to constrain the dependence of certain
correlation functions on the untwisted moduli. This allows us to approach the
problem of what happens when one tries to deform away from the \LG\ point. In
particular, we find that the masses and three-point couplings of the massless
$E_{6}$ singlets related to ${\rm H^{1}}(\ET)$ vanish at all points in the
quintic \Ka\ moduli space. Putting these results together, and invoking some
plausible dynamical assumptions about the corresponding linear \sm s, we show
that one can deform these \LG\ theories to arbitrary values of the \Ka\ moduli.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 18:17:44 GMT""}]","2009-10-07"
"hep-th/9406091","Jacques Distler","Jacques Distler and Shamit Kachru","Quantum Symmetries and Stringy Instantons","14pp, harvmac, PUPT--1464","Phys.Lett.B336:368-375,1994","10.1016/0370-2693(94)90547-9",,"hep-th",,"  The quantum symmetry of many \LG\ orbifolds appears to be broken by
Yang-Mills instantons. However, isolated Yang-Mills instantons are not
solutions of string theory: They must be accompanied by gauge anti-instantons,
gravitational instantons, or topologically non-trivial configurations of the
$H$ field. We check that the configurations permitted in string theory do in
fact preserve the quantum symmetry, as a result of non-trivial cancellations
between symmetry breaking effects due to the various types of instantons. These
cancellations indicate new constraints on \LG\ orbifold spectra and require
that the dilaton modulus mix with the twisted moduli in some \LG\
compactifications. We point out that one can find similar constraints at all
fixed points of the modular group of the moduli space of vacua.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 18:23:11 GMT""}]","2009-10-07"
"hep-th/9406092","Jorge Stephany Ruiz","Pio Jose Arias y Jorge Stephany","Gauge Invariance and Second Class Constraints in 3-D Linearized Gravity","11 pages, SB-F-93-210","J.Math.Phys. 36 (1995) 1868-1876","10.1063/1.531090",,"hep-th",,"  A recently introduced approach for the dynamical analysis and quantization of
field theoretical models with second class constraints is ilustrated applied to
linearized gravity in 3-D. The canonical structure of two different models of
linerized gravity in 3-D, the intermediate and the self dual models, is
discussed in detail. It is shown that the first order self dual model whose
constraints are all second class may be regarded as a gauge fixed version of
the second order gauge invariant intermediate model. In particular it is shown
how to construct the gauge invariant hamiltonian of the intermediate model
starting from the one of the self dual model. The relation with the t
opologically massive linearized gravity is also discussed.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 18:53:02 GMT""}]","2009-10-28"
"hep-th/9406093","Andrei Linde","Renata Kallosh","Dual Waves","23 pages, LaTeX, preprint SU-ITP-94-18, Contribution to Berezin
  Memorial volume",,,,"hep-th",,"  We study the gravitational waves in the 10-dimensional target space of the
superstring theory. Some of these waves have unbroken supersymmetries. They
consist of Brinkmann metric and of a 2-form field. Sigma-model duality is
applied to such waves. The corresponding solutions we call dual partners of
gravitational waves, or dual waves. Some of these dual waves upon Kaluza-Klein
dimensional reduction to 4 dimensions become equivalent to the
conformo-stationary solutions of axion-dilaton gravity. Such solutions include
dilaton extreme black holes, axion-dilaton Israel-Werner-Perjes-type spacetimes
and extreme charged axion-dilaton Taub-Nut solutions. The unbroken
supersymmetry of the gravitational waves transfers to the unbroken
supersymmetry of axion-dilaton IWP solutions. More general supersymmetric
4-dimensional configurations derivable from 10-dimensional waves are described.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 23:00:56 GMT""}]","2007-05-23"
"hep-th/9406094","Gary McCartor","Gary McCartor","Schwinger Model in the Light-Cone Representation","13 pages (plain TeX, all macros included). SMUHEP/93-19","Z.Phys. C64 (1994) 349-354","10.1007/BF01557409",,"hep-th",,"  I present a solution to the Schwinger model in the light-cone representation
which corrects an error in a previous work. I emphasize the details of the
mechanism by which the physical vacuum is different than the perturbative
vacuum. I suggest that the method of analyzing vacuum structure presented here
may be of use in more complicated theories such as QCD.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 01:00:49 GMT""}]","2009-10-28"
"hep-th/9406095",,"Tom Lada and Martin Markl","Strongly homotopy Lie algebras","17 pages",,,,"hep-th math.QA",,"  The present paper can be thought of as a continuation of the paper
""Introduction to sh Lie algebras for physicists"" by T. Lada and J. Stasheff
(International Journal of Theoretical Physics Vol. 32, No. 7 (1993),
1087--1103, appeared also as preprint hep-th/9209099) which provided an
exposition of the basic ingredients of the theory of strongly homotopy Lie
algebras sufficient for the underpinnings of the physically relevant examples.
We demonstrate the `strong homotopy' analog of the usual relation between Lie
and associative algebras and investigate the universal enveloping algebra
functor emerging as the left adjoint of the symmetrization functor. We show
that the category of homotopy associative algebras carries a natural monoidal
structure such that the universal enveloping algebra is a unital coassociative
cocommutative coalgebra with respect to this monoidal structure. The last
section is concerned with the relation between homotopy modules and weak
homotopy maps. The present paper is complementary to what currently exists in
the literature, both physical and mathematical.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 08:46:25 GMT""}]","2008-02-03"
"hep-th/9406096",,"C.M. Becchi, R. Collina and C. Imbimbo","A Functional and Lagrangian Formulation of Two-Dimensional Topological
  Gravity","11 pages, harvmac, CERN-TH-7302/94, GEF-Th-6/1994",,,,"hep-th",,"  We reconsider two-dimensional topological gravity in a functional and
lagrangian framework. We derive its Slavnov-Taylor identities and discuss its
(in)dependence on the background gauge. Correlators of reparamerization
invariant observables are shown to be globally defined forms on moduli space.
The potential obstruction to their gauge-independence is the non-triviality of
the line bundle on moduli space ${\cal L}_x$, whose first Chern-class is
associated to the topological invariants of Mumford, Morita and Miller. Based
on talks given at the Fubini Fest, Torino, 24-26 February 1994, and at the
Workshop on String Theory, Trieste, 20-22 April 1994.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 09:10:54 GMT""}]","2007-05-23"
"hep-th/9406097","Valentin","Valentin Lychagin","Calculus and Quantizations over Hopf algebras","46 pages,AMSTEX 2.1",,,,"hep-th",,"  In this paper we outline an approach to calculus over quasitriangular Hopf
algebras. We study differential operators in the framework of monoidal
categories equipped with a braiding or symmetry. To be more concrete, we choose
as an example the category of modules over quasitriangular Hopf algebra. We
introduce braided differential operators in a pure algebraic manner.This gives
us a possibility to develop calculus in an intrinsic way without enforcing any
type of Leibniz rule. A general notion of quantization in monoidal categories,
proposed in this paper, is a natural isomorphism of the tensor product
bifunctor equipped with some natural coherence conditions. The quantization
""deforms"" all algebraic and differential objects in the monoidal category. We
suggest two ways for calculation of quantizations. One of them reduces the
calculation to non-linear cohomologies. THe other describes quantizations in
terms of multiplicative Hochschild cohomologies of the Grothendieck ring of the
given monoidal category. These constructions are illustrated by some examples.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 13:23:19 GMT""}]","2007-05-23"
"hep-th/9406098","Fis. Teorica. Valladolid.","A. Ballesteros, F.J. Herranz, M.A. del Olmo and M. Santander","Non-standard quantum so(2,2) and beyond","19 pages, LaTeX; final version","J.Phys. A28 (1995) 941-956","10.1088/0305-4470/28/4/018",,"hep-th math.QA",,"  A new ""non-standard"" quantization of the universal enveloping algebra of the
split (natural) real form $so(2,2)$ of $D_2$ is presented. Some (classical)
graded contractions of $so(2,2)$ associated to a $Z_2 \times Z_2$ grading are
studied, and the automorphisms defining this grading are generalized to the
quantum case, thus providing quantum contractions of this algebra. This
produces a new family of ""non-standard"" quantum algebras. Some of these
algebras can be realized as (2+1) kinematical algebras; we explicitly introduce
a new deformation of Poincar\'e algebra, which is naturally linked to the null
plane basis. Another realization of these quantum algebras as deformations of
the conformal algebras for the two-dimensional Euclidean, Galilei and Minkowski
spaces is given, and its new properties are emphasized.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 14:52:00 GMT""},{""version"":""v2"",""created"":""Mon, 22 Feb 1999 20:00:26 GMT""}]","2009-10-28"
"hep-th/9406099",,"R. Iordanescu and P. Truini","Quantum groups and Jordan structures","25 pages",,,,"hep-th math.QA",,"  This paper is meant to be an informal introduction to Quantum Groups,
starting from its origins and motivations until the recent developments. We
call in particular the attention on the newly descovered relationship among
quantum groups, integrable models and Jordan structures.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 12:09:37 GMT""}]","2008-02-03"
"hep-th/9406100","Stephen G. Naculich","Stephen G. Naculich, Harold A. Riggs, and Howard J. Schnitzer","The String Calculation of Wilson Loops in Two-Dimensional Yang-Mills
  Theory","24 pages, LaTeX, no figures, minor changes for published version","Int.J.Mod.Phys. A10 (1995) 2097-2122","10.1142/S0217751X95001029","BRX-TH-355, BOW-PH-102","hep-th",,"  We demonstrate that the large-N expansion of Wilson loop expectation values
in SO(N) and Sp(N) Yang-Mills theory on orientable and nonorientable surfaces
has a natural description as a weighted sum over covers of the given surface.
The sum takes the form of the perturbative expansion of an open string theory.
The derivation makes contact with the classification of branched covers by
Gabai and Kazez. Comparison with the analogous results for the chiral sectors
of QCD_2 is instructive for both cases.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 13:31:08 GMT""},{""version"":""v2"",""created"":""Tue, 6 Dec 1994 14:38:14 GMT""}]","2009-10-28"
"hep-th/9406101","Sergei Ketov","J. Bischoff, S. V. Ketov and O. Lechtenfeld","Gso Projection, BRST Cohomology and Picture-Changing in N=2 String
  Theory","42 pages, LaTeX, no figures, 115 kb, ITP-UH-05/94, DESY 94-104
  (extensive revision and expansion of earlier version)","Nucl.Phys. B438 (1995) 373-410","10.1016/0550-3213(94)00536-N",,"hep-th",,"  We investigate in detail the critical $N{=}2$ fermionic string with and
without a global ${\bf Z}_2$ twist. An analysis of BRST cohomology shows that
twisted sectors contain massless `spacetime' fermions which are {\it
non-local\/} with respect to the standard massless boson. However, two distinct
GSO projections exist, one (untwisted) retaining merely the usual boson and its
spectral-flow partner, the other (twisted) yielding two fermions and one boson,
on the massless level. The corresponding chiral BRST-invariant vertex operators
are constructed in certain pictures, and their fusion and picture-changing are
investigated, including the construction of inverse picture-changing operators.
The $N{=}2$ `spacetime supersymmetry' generators are {\it null\/} operators,
since the twisted massless states fail to interact. The untwisted three- and
four-point functions are recalculated at tree-level.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 13:47:29 GMT""},{""version"":""v2"",""created"":""Wed, 5 Oct 1994 01:55:50 GMT""}]","2009-10-28"
"hep-th/9406108","R. Padma","G. H. Gadiyar","Quantum Field Theory without Divergences: Quantum Spacetime","(Latex file 9 pages) e-mail : padma@imsc.ernet.in - IITM-TH-94-03",,,,"hep-th",,"  A fundamental length is introduced into physics in a way which respects the
principles of relativity and quantum field theory. This improves the properties
of quantum field theory: divergences are removed. How to quantize gravity is
also indicated. When the fundamental length tends to zero the present version
of quantum field theory is recovered.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 12:06:15 GMT""}]","2007-05-23"
"math/9406202",,"George Havas","Coset enumeration strategies","This report appeared in ISSAC'91 (Proceedings of the 1991
  International Symposium on Symbolic and Algebraic Computation, Stephen M.
  Watt, editor), ACM Press, New York, 1991, pp. 191-199",,,"MAGNUS preprint #94-06-15A","math.GR",,"  A primary reference on computer implementation of coset enumeration
procedures is a 1973 paper of Cannon, Dimino, Havas and Watson. Programs and
techniques described there are updated in this paper. Improved coset definition
strategies, space saving techniques and advice for obtaining improved
performance are included. New coset definition strategies for Felsch-type
methods give substantial reductions in total cosets defined for some
pathological enumerations. Significant time savings are achieved for coset
enumeration procedures in general. Statistics on performance are presented,
both in terms of time and in terms of maximum and total cosets defined for
selected enumerations.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2008-02-03"
"math/9406203",,"John Cannon and George Havas","Algorithms for groups",,"The Australian Computer Journal, Vol. 24, No. 2, May 1992, 51-60",,"MAGNUS preprint #94-06-15B","math.GR",,"  Group theory is a particularly fertile field for the design of practical
algorithms. Algorithms have been developed across the various branches of the
subject and they find wide application. Because of its relative maturity,
computational group theory may be used to gain insight into the general
structure of algebraic algorithms. This paper examines the basic ideas behind
some of the more important algorithms for finitely presented groups and
permutation groups, and surveys recent developments in these fields.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2009-09-25"
"math/9406204",,"George Havas and Mark Ollila","Applications of substring searching to group presentations",,"Australian Computer Science Communications, Vol. 15, No. 1,
  February 1993, pp. 587-593",,"MAGNUS preprint #94-06-15C","math.GR",,"  An important way for describing groups is by finite presentations. Large
presentations arise in practice which are poorly suited for either human or
computer use. Presentation simplification processes which take bad
presentations and produce good presentations have been developed. Substantial
use is made of substring searching and appropriate techniques for this context
are described. Effective use is made of signatures and change flags. Change
flags are shown to be the most beneficial of the methods tested here, with very
significant performance improvement. Experimental performance figures are
given.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2009-09-25"
"math/9406205",,"George Havas, Derek F. Holt and Sarah Rees","Recognizing badly presented Z-modules",,"Linear Algebra and its Applications, Volume 192 (1993), 137-163",,"MAGNUS preprint #94-06-15D","math.GR",,"  Finitely generated Z-modules have canonical decompositions. When such modules
are given in a finitely presented form there is a classical algorithm for
computing a canonical decomposition. This is the algorithm for computing the
Smith normal form of an integer matrix. We discuss algorithms for Smith normal
form computation, and present practical algorithms which give excellent
performance for modules arising from badly presented abelian groups. We
investigate such issues as congruential techniques, sparsity considerations,
pivoting strategies for Gauss-Jordan elimination, lattice basis reduction and
computational complexity. Our results, which are primarily empirical, show
dramatically improved performance on previous methods.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2009-09-25"
"math/9406206",,"George Havas and Jin Xian Lian","A new problem in string searching","To appear in Proceedings Fifth Annual International Symposium on
  Algorithms and Computation (ISAAC'94), Lecture Notes in Computer Science",,,"MAGNUS preprint #94-06-15E","math.GR",,"  We describe a substring search problem that arises in group presentation
simplification processes. We suggest a two-level searching model: skip and
match levels. We give two timestamp algorithms which skip searching parts of
the text where there are no matches at all and prove their correctness. At the
match level, we consider Harrison signature, Karp-Rabin fingerprint, Bloom
filter and automata based matching algorithms and present experimental
performance figures.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2009-09-25"
"math/9406207",,"George Havas and Edmund F. Robertson","Applications of computational tools for finitely presented groups","To appear in the Proceedings of the DIMACS Workshop on Computational
  Support for Discrete Mathematics, DIMACS Ser. in Discrete Math. and Theoret.
  Comput. Sci",,,"MAGNUS preprint #94-06-15F","math.GR",,"  Computer based techniques for recognizing finitely presented groups are quite
powerful. Tools available for this purpose are outlined. They are available
both in stand-alone programs and in more comprehensive systems. A general
computational approach for investigating finitely presented groups by way of
quotients and subgroups is described and examples are presented. The techniques
can provide detailed information about group structure. Under suitable
circumstances a finitely presented group can be shown to be soluble and its
complete derived series can be determined, using what is in effect a soluble
quotient algorithm.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2008-02-03"
"math/9406219","Shelah Office","Saharon Shelah","Large normal ideals concentrating on a fixed small cardinality",,"Arch. Math. Logic 35 (1996), 341--347",,"Shelah [Sh:542]","math.LO",,"  A property of a filter, a kind of large cardinal property, suffices for the
proof in Liu Shelah [LiSh:484] and is proved consistent as required there. A
natural property which looks better, not only is not obtained here, but is
shown to be false. On earlier related theorems see Gitik Shelah [GiSh310].
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2008-02-03"
"math/9406228","Shelah Office","Saharon Shelah","Every null additive set of reals is meager additive",,"Israel J. Math. 89 (1995), 357--376",,"Shelah [Sh:445]","math.LO",,"  We show that every null-additive set is meager-additive, where:
  (1) a set X subseteq 2^omega is null-additive if for every Lebesgue null set
A subseteq 2^omega, X+A is null too;
  (2) we say that X subseteq 2^omega is meager-additive if for every A subseteq
2^omega which is meager also X+A is meager.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2016-09-06"
"math/9406229","Shelah Office","Tomek Bartoszy\'nski, Andrzej Ros{\l}anowski, Saharon Shelah","Adding one random real",,"J. Symbolic Logic 61 (1996), 80--90",,"Shelah [BRSh:490]","math.LO",,"  We study the cardinal invariants of measure and category after adding one
random real. In particular, we show that the number of measure zero subsets of
the plane which are necessary to cover graphs of all continuous functions maybe
large while the covering for measure is small.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 00:00:00 GMT""}]","2016-09-06"
