"alg-geom/9406008","Maurizio D. Cornalba","Enrico Arbarello and Maurizio Cornalba","Combinatorial and algebro-geometric cohomology classes on the moduli
  spaces of curves","37 pages + figures, AMS-TeX 2.1",,,,"alg-geom hep-th math.AG",,"  Based on the combinatorial description of the moduli spaces of curves
provided by Strebel differentials, Witten and Kontsevich have introduced
combinatorial cohomology classes $W_{(m_0,m_1,m_2,\dots),n}$, and conjectured
that these can be expressed in terms of Mumford-Morita-Miller classes. It is
argued that this link should be provided by a theorem of Di Francesco, Itzykson
and Zuber which relates the derivatives of the Witten-Kontsevich partition
function with respect to one set of variables to the derivatives with respect
to the other set of variables. Two things are shown. First of all that this
works in complex codimension 1. Secondly that in all the cases when it has been
possible to make the Di Francesco, Itzykson and Zuber correpondence explicit
this translates into identities of the type $$
\int_{W_{(m_0,m_1,m_2,\dots),n}}\prod\psi_i^{d_i}
=\int_{\overline{\cal{M}}_{g,n}} X_{(m_0,m_1,m_2,\dots),n}\prod\psi_i^{d_i} $$
where the $X_{(m_0,m_1,m_2,\dots),n}$ are explicit polynomials in the
algebro-geometric classes and the $\psi_i$ are the Chern classes of the point
bundles, for any choice of $d_1,\dots,d_n$.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 17:18:02 GMT""}]","2015-06-30"
"hep-th/9406215",,"Ladislav Hlavaty and Anjan Kundu","Quantum integrability of nonultralocal models through Baxterisation of
  quantised braided algebra","23 pages (Latex), replaced by extended published version","Int.J.Mod.Phys.A11:2143-2166,1996","10.1142/S0217751X96001085",,"hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A scheme suitable for describing quantum nonultralocal models including
supersymmetric ones is proposed. Braided algebras are generalised to be used
through Baxterisation for constructing braided quantum Yang--Baxter equations.
Supersymmetric and some known nonultralocal models are derived in the framework
of the present approach. As further applications of this scheme construction of
new quantum integrable nonultralocal models like mKdV and anyonic
supersymmetric models including deformed anyonic super algebra are outlined.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 19:50:39 GMT""},{""version"":""v2"",""created"":""Fri, 25 Jul 2008 14:13:41 GMT""}]","2008-12-18"
"hep-th/9406216","Amitabha Lahiri","E. J. Copeland, Amitabha Lahiri and David Wands","Low energy effective string cosmology","22 pages, LaTeX, SUSX-TH-94/37, SUSSEX-AST-94/6-2. (Some terminology
  and figure captions corrected, references added.)","Phys.Rev. D50 (1994) 4868-4880","10.1103/PhysRevD.50.4868",,"hep-th gr-qc",,"  We give the general analytic solutions derived from the low energy string
effective action for four dimensional Friedmann-Robertson-Walker models with
dilaton and antisymmetric tensor field, considering both long and short
wavelength modes of the $H$-field. The presence of a homogeneous $H$-field
significantly modifies the evolution of the scale factor and dilaton. In
particular it places a lower bound on the allowed value of the dilaton. The
scale factor also has a lower bound but our solutions remain singular as they
all contain regions where the spacetime curvature diverges signalling a
breakdown in the validity of the effective action. We extend our results to the
simplest Bianchi I metric in higher dimensions with only two scale factors. We
again give the general analytic solutions for long and short wavelength modes
for the $H$ field restricted to the three dimensional space, which produces an
anisotropic expansion. In the case of $H$ field radiation (wavelengths within
the Hubble length) we obtain the usual four dimensional radiation dominated FRW
model as the unique late time attractor.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 18:49:38 GMT""},{""version"":""v2"",""created"":""Tue, 9 Aug 1994 14:57:13 GMT""}]","2009-10-28"
"hep-th/9406217","Jonathan Bagger","J. Bagger and A. Galperin","Matter couplings in partially broken extended supersymmetry","JHU-TIPAC-94011, 9 pages. References added","Phys.Lett.B336:25-31,1994","10.1016/0370-2693(94)00977-5",,"hep-th",,"  We use nonlinear realizations to describe the spontaneous breaking of $N=2$
supersymmetry to $N=1$ in four dimensions. We identify the Goldstone multiplet
with an $N=1$ chiral superfield, and show that chiral $N=1$ matter is
consistent with the partially broken $N=2$ supersymmetry. We find that the
chiral matter can be in any representation of the gauge group; no mirror
particles are required. We present the Goldstone action and the general
couplings to $N=1$ matter to the first nontrivial order in the scale of
symmetry breaking.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 19:58:46 GMT""},{""version"":""v2"",""created"":""Wed, 6 Jul 1994 17:17:43 GMT""}]","2008-11-26"
"hep-th/9406218","Denjoe O'Connor","M.A. van Eijck, Denjoe O'Connor and C.R.Stephens","Environmentally Friendly Renormalization in Finite-Temperature Field
  Theory","12 pages of postscript, DIAS-STP-94-23",,,,"hep-th",,"  Contribution to the proceedings of the NATO workshop on the Electroweak Phase
Transition and the Early Universe, Sintra, March 1994. To be published by
Plenum Press.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 21:09:51 GMT""}]","2007-05-23"
"hep-th/9407001","Sergey Solodukhin","S.N.Solodukhin","The Conical Singularity And Quantum Corrections To Entropy Of Black Hole","JINR E2-94-246, Latex, 23 pages","Phys.Rev.D51:609-617,1995","10.1103/PhysRevD.51.609",,"hep-th",,"  For general finite temperature different from the Hawking one there appears a
well known conical singularity in the Euclidean classical solution of
gravitational equations. The method of regularizing the cone by regular surface
is used to determine the curvature tensors for such a metrics. This allows one
to calculate the one-loop matter effective action and the corresponding
one-loop quantum corrections to the entropy in the framework of the path
integral approach of Gibbons and Hawking. The two-dimensional and
four-dimensional cases are considered. The entropy of the Rindler space is
shown to be divergent logarithmically in two dimensions and quadratically in
four dimensions that coincides with results obtained earlier. For the eternal
2D black hole we observe finite, dependent on the mass, correction to the
entropy. The entropy of the 4D Schwarzschild black hole is shown to possess an
additional (in comparison with the 4D Rindler space) logarithmically divergent
correction which does not vanish in the limit of infinite mass of the black
hole. We argue that infinities of the entropy in four dimensions are
renormalized by the renormalization of the gravitational coupling.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 07:25:53 GMT""}]","2010-11-01"
"hep-th/9407002",,"S. Liberati","Real decoupling ghost quantization of the CGHS model for two dimensional
  black holes","14 pages, latex, no figures, marginal errors corrected","Phys.Rev. D51 (1995) 1710-1715","10.1103/PhysRevD.51.1710","Roma1 1025","hep-th",,"  A complete RST quantization of a CGHS model plus Strominger term is carried
out. In so doing a conformal invariant theory with $\kappa=\frac{N}{12}$ is
found, that is, without ghosts contribution. The physical consequences of the
model are analysed and positive definite Hawking radiation is found.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 13:45:58 GMT""},{""version"":""v2"",""created"":""Tue, 14 Mar 1995 16:12:10 GMT""}]","2009-10-28"
"math/9406201",,"Yang Xing","Continuity of the complex Monge-Ampere operator",,,,,"math.CV",,"  The complex Monge-Amp\`ere operator $(dd^c)^n$ is an important tool in
complex analysis. It would be interesting to find the right notion of
convergence $u_j\to u$ such that $(dd^cu_j)^n\to (dd^cu)^n$ in the weak
topology. In this paper, using the $C_{n-1}$-capacity, we give a sufficient
condition of the weak convergence $(dd^cu_j)^n\to (dd^cu)^n$. We also show that
our condition is quite sharp in some case.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 16:01:01 GMT""}]","2008-02-03"
"math/9407215","Jean Esterle","Jean Esterle, Elizabeth Strouse, Fouad Zouakia","Closed ideals of the algebra of absolutely convergent Taylor series","5 pages","Bull. Amer. Math. Soc. (N.S.) 31 (1994) 39-43",,"Bulletin migration 11/99","math.FA math.CA",,"  Let $\Gamma$ be the unit circle, $A(\Gamma)$ the Wiener algebra of continuous
functions whose series of Fourier coefficients are absolutely convergent, and
$A^+$ the subalgebra of $A(\Gamma)$ of functions whose negative coefficients
are zero. If $I$ is a closed ideal of $A^+$, we denote by $S_I$ the greatest
common divisor of the inner factors of the nonzero elements of $I$ and by $I^A$
the closed ideal generated by $I$ in $A(\Gamma)$. It was conjectured that the
equality $I^A= S_I H^\infty \cap I^A$ holds for every closed ideal $I$. We
exhibit a large class $\scr F$ of perfect subsets of $\Gamma$, including the
triadic Cantor set, such that the above equality holds whenever
$h(I)\cap\Gamma\in\scr F$. We also give counterexamples to the conjecture.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 00:00:00 GMT""}]","2016-09-06"
"math/9407216",,"Reese Harvey, H. Blaine Jr. Lawson","A theory of characteristic currents associated with a singular
  connection","10 pages","Bull. Amer. Math. Soc. (N.S.) 31 (1994) 54-63",,"Bulletin migration 11/99","math.DG",,"  This note announces a general construction of characteristic currents for
singular connections on a vector bundle. It develops, in particular, a
Chern-Weil-Simons theory for smooth bundle maps $\alpha : E \rightarrow F$
which, for smooth connections on $E$ and $F$, establishes formulas of the type
$$ \phi \ = \ \text{\rm Res}_{\phi}\Sigma_{\alpha} + dT. $$ Here $\phi$ is a
standard charactersitic form, $\text{Res}_{\phi}$ is an associated smooth
``residue'' form computed canonically in terms of curvature, $\Sigma_{\alpha}$
is a rectifiable current depending only on the singular structure of $\alpha$,
and $T$ is a canonical, functorial transgression form with coefficients in
$\loc$. The theory encompasses such classical topics as: Poincar\'e-Lelong
Theory, Bott-Chern Theory, Chern-Weil Theory, and formulas of Hopf.
Applications include:\ \ a new proof of the Riemann-Roch Theorem for vector
bundles over algebraic curves, a $C^{\infty}$-generalization of the
Poincar\'e-Lelong Formula, universal formulas for the Thom class as an
equivariant characteristic form (i.e., canonical formulas for a de Rham
representative of the Thom class of a bundle with connection), and a
Differentiable Riemann-Roch-Grothendieck Theorem at the level of forms and
currents. A variety of formulas relating geometry and characteristic classes
are deduced as direct consequences of the theory.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 00:00:00 GMT""}]","2018-02-22"
"math/9407217",,"Seiichi Kamada","Alexander's and Markov's theorems in dimension four","4 pages","Bull. Amer. Math. Soc. (N.S.) 31 (1994) 64-67",,"Bulletin migration 11/99","math.GT",,"  Alexander's and Markov's theorems state that any link type in $R^3$ is
represented by a closed braid and that such representations are related by some
elementary operations called Markov moves. We generalize the notion of a braid
to that in 4-dimensional space and establish an analogue of these theorems.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 00:00:00 GMT""}]","2016-09-06"
"math/9407218",,"Ittai Kan","Open sets of diffeomorphisms having two attractors, each with an
  everywhere dense basin","7 pages","Bull. Amer. Math. Soc. (N.S.) 31 (1994) 68-74",,"Bulletin migration 11/99","math.DS",,"  We announce the discovery of a diffeomorphism of a three-dimensional manifold
with boundary which has two disjoint attractors. Each attractor attracts a set
of positive $3$-dimensional Lebesgue measure whose points of Lebesgue density
are dense in the whole manifold. This situation is stable under small
perturbations.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 00:00:00 GMT""}]","2016-09-06"
"math/9407219","Ram Murty","M. Ram Murty","Selberg's Conjectures and Artin $L$-functions","14 pages","Bull. Amer. Math. Soc. (N.S.) 31 (1994) 1-14",,"Bulletin migration 11/99","math.NT",,"  The author reviews results and conjectures of Selberg on a class of Dirichlet
series functions which share properties with the Riemann zeta function, and he
relates this work to the theory of Artin L-functions.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 00:00:00 GMT""}]","2016-09-06"
"math/9407220",,"Karl Rubin and Alice Silverberg","A report on Wiles' Cambridge lectures","24 pages","Bull. Amer. Math. Soc. (N.S.) 31 (1994) 15-38",,"Bulletin migration 11/99","math.NT",,"  In lectures at the Newton Institute in June of 1993, Andrew Wiles announced a
proof of a large part of the Taniyama-Shimura Conjecture and, as a consequence,
Fermat's Last Theorem. This report for nonexperts discusses the mathematics
involved in Wiles' lectures, including the necessary background and the
mathematical history.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 00:00:00 GMT""}]","2016-09-06"
"math/9407221",,"Georgia Triantafillou","Diffeomorphisms of manifolds with finite fundamental group","4 pages","Bull. Amer. Math. Soc. (N.S.) 31 (1994) 50-53",,"Bulletin migration 11/99","math.GT math.AT",,"  We show that the group ${\Cal D}(M)$ of pseudoisotopy classes of
diffeomorphisms of a manifold of dimension $\geq 5$ and of finite fundamental
group is commensurable to an arithmetic group. As a result $\pi_0(\text{{\it
Diff\,M}})$ is a group of finite type.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 00:00:00 GMT""}]","2009-09-25"
"nucl-th/9407001","Jorge Piekarewicz","C.J. Horowitz and J. Piekarewicz","Relativistic treatment of spin-transfer observables in quasielastic
  $(\vec{\bf p},\vec{\bf n})$ scattering","21 pages and 11 (uuencoded) postscript figures appended at the end,
  FSU-SCRI-94-62","Phys.Rev.C50:2540-2552,1994","10.1103/PhysRevC.50.2540",,"nucl-th",,"  We calculate all spin-transfer observables for the quasielastic
$(\vec{p},\vec{n})$ reaction in a relativistic plane-wave impulse
approximation. The nuclear-structure information is contained in a large set of
nuclear-response functions that are computed in nuclear matter using a
relativistic random-phase approximation to the Walecka model. A reduced value
of the nucleon mass in the medium induces important dynamical changes in the
residual isovector interaction relative to its nonrelativistic counterpart. As
a result, good agreement is found for all spin observables --- including the
spin-longitudinal to spin-transverse ratio --- when compared to the original
($q=1.72$~fm$^{-1}$) NTOF experiment. In contrast, the spin-longitudinal to
spin-transverse ratio is underpredicted at $q=1.2$~fm$^{-1}$ and overpredicted
at $q=2.5$~fm$^{-1}$. We comment on the role of distortions as a possible
solution to this discrepancy.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 15:50:05 GMT""}]","2009-09-25"
"nucl-th/9407002",,"J. Diaz Alonso, E. Gallego and A. Perez","Friedel Oscillations in Relativistic Nuclear Matter","11 pages in preprint format, typeset using REVTEX, 3 included figures
  in tar, compressed, uuencoded format","Phys.Rev.Lett. 73 (1994) 2536-2539","10.1103/PhysRevLett.73.2536",,"nucl-th",,"  We calculate the low-momentum N-N effective potential obtained in the OBE
approximation, inside a nuclear plasma at finite temperature, as described by
the relativistic $ \sigma $-$ \omega $ model. We analyze the screening effects
on the attractive part of the potential in the intermediate range as density or
temperature increase. In the long range the potential shows Friedel-like
oscillations instead of the usual exponential damping. These oscillations arise
from the sharp edge of the Fermi surface and should be encountered in any
realistic model of nuclear matter.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 10:51:00 GMT""}]","2019-08-15"
"nucl-th/9407003","Herman Meyer","H. Meyer","The nucleon as a relativistic quark-diquark bound state with an exchange
  potential","8 pages, herman.meyer@rphs1.physik.uni-regensburg.de","Phys.Lett. B337 (1994) 37-42","10.1016/0370-2693(94)91439-7",,"nucl-th",,"  Treating the quark and diquark as elementary particles, the Bethe-Salpeter
equation for the nucleon is solved numerically. The dependence of the mass on
the diquark mass and on the coupling constants is investigated. The resulting
relativistic quark-diquark-nucleon vertex is presented and discussed.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 13:04:55 GMT""}]","2009-10-28"
"nucl-th/9407004","Ken-ichiro Arita","Ken-ichiro Arita (Department of Physics, Kyoto University, Kyoto,
  Japan)","New Shell Structure Originated from the Combination of Quadrupole and
  Octupole Deformations","LATeX, 7 pages, or 12 pages with epsf.sty. Postscript figures
  (Figs.1-4, and part of Figs.5,6). The complete postscript files Fig5.uu
  (254->464kb when uncompressed) and Fig6.uu (466->1,021kb) are available from
  the author upon request","Phys.Lett. B336 (1994) 279-284","10.1016/0370-2693(94)90532-0","KUNS1273","nucl-th chao-dyn nlin.CD",,"  Semiclassical analysis of the shell structure for a reflection-asymmetric
deformed oscillator potential with irrational frequency ratio
$\omega_\perp/\omega_z=\sqrt{3}$ is presented. Strong shell effects associated
with bifurcations of short periodic orbits are found, which occur for a
combination of quadrupole and octupole deformations.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 14:31:18 GMT""}]","2009-10-28"
"solv-int/9407001","Asher Yahalom","Asher Yahalom","Helicity Conservation via the Noether Theorem","7 pages of tex",,"10.1063/1.531123",,"solv-int nlin.SI",,"  The conservation of helicity in ideal barotropic fluids is discussed from a
group theoretical point of view. A new symmetry group is introduced i.e. the
alpha group of translations. It is proven via the Noether theorem that this
group generates helicity conservation.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 11:38:19 GMT""}]","2009-10-28"
